Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1995,1.44,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,618.06,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1995,50.72,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,1595.43,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1995,3.83,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,1276.76,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1995,141.97,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,586.95,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1995,123.05,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,978.55,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1995,4.42,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,925.34,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1995,558.96,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,1733.74,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1995,52.21,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,535.72,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1995,0.2,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,550,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1996,0.72,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,527.78,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1996,0.93,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,677.42,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1996,44.74,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,1121.59,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1996,3.57,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,1963.59,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1996,119.29,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,562.33,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1996,102.52,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,810.28,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1996,2.63,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,923.95,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1996,534.17,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,1318.38,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1996,44.61,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,542.93,19,19,19,5.25,115,10,175
SOYABEAN,Sambalpur,West Central Table Land,Red Soil,1996,0.69,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,507.25,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1996,0.25,242.7,358.5,235.6,836.8,2515.700432,0.515642205,2285.330822,3638.939775,1622.8307,640,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1997,0.62,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,467.74,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1997,1.31,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,458.02,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1997,44.95,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,1039.15,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1997,3.69,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,1623.31,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1997,109.14,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,565.97,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1997,109.16,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,743.68,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1997,4.37,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,604.12,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1997,546.85,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,1709.41,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1997,51.55,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,546.27,19,19,19,5.25,115,10,175
SOYABEAN,Sambalpur,West Central Table Land,Red Soil,1997,0.8,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,450,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1997,0.95,207.2,168.6,269,644.8,2388.133856,0.541729772,2103.969145,3870.17109,1190.261332,526.32,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1998,0.13,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,384.62,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1998,1.29,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,434.11,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1998,41.65,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,1255.94,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1998,3.59,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,1534.82,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1998,96.6,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,501.04,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1998,79.34,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,852.03,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1998,3.53,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,609.07,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1998,550.8,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,1423.33,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1998,26.98,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,381.02,19,19,19,5.25,115,10,175
SOYABEAN,Sambalpur,West Central Table Land,Red Soil,1998,0.02,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,1000,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1998,1.2,251.3,310.2,270.9,832.4,2460.359845,0.614024169,2447.838919,3577.593654,1355.646963,475,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1999,1.16,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,456.9,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1999,1.32,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,515.15,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1999,32.5,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,1201.23,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1999,3.75,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,1581.33,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1999,94.18,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,504.78,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1999,96.32,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,752.91,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1999,3.53,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,648.73,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1999,567.08,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,1925.25,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1999,45.83,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,545.49,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1999,0.77,197.6,218.4,228,644,2465.877312,0.425636587,2037.050054,3847.554053,1513.027828,519.48,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2000,0.28,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,392.86,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2000,0.48,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,458.33,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2000,26.4,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,877.27,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2000,3.77,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,1628.65,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2000,88.99,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,420.27,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2000,51.93,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,647.22,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2000,3.83,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,665.8,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2000,539.51,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,924.86,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2000,20.18,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,391.48,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2000,0.28,302.4,272.7,215.1,790.2,2200.597637,0.656863295,2070.740768,3328.062105,1202.990037,464.29,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2001,0.83,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,469.88,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2001,1.68,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,464.29,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2001,32.61,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,1014.41,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2001,3.77,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,1620.69,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2001,135.58,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,486.21,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2001,111.79,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,629.39,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2001,4.24,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,825.47,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2001,568.21,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,1813.8,19,19,19,5.25,115,10,175
SAFFLOWER,Sambalpur,West Central Table Land,Red Soil,2001,0.38,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,394.74,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2001,62.71,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,468.35,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2001,1.15,260.4,206.2,234.3,700.9,2255.41367,0.465501441,1968.189342,3292.363525,1505.688144,695.65,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2002,0.52,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,423.08,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2002,1.35,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,437.04,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2002,31.44,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,973.6,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2002,3.61,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,1130.19,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2002,108.17,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,288.16,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2002,67.33,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,612.06,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2002,4.42,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,674.21,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2002,551.9,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,1100.69,19,19,19,5.25,115,10,175
SAFFLOWER,Sambalpur,West Central Table Land,Red Soil,2002,0.03,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,333.33,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2002,24.22,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,286.13,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2002,0.45,174.4,275.5,255.6,705.5,2496.557036,0.432990704,2392.716957,3467.588916,1629.365235,422.22,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2003,0.5,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,460,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2003,1.42,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,436.62,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2003,35.07,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,1070.43,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2003,3.86,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,904.15,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2003,126.09,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,277.26,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2003,88.6,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,635.44,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2003,4.58,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,724.89,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2003,564.79,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,1893.32,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2003,37.45,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,354.87,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2003,0.89,288.7,208.6,238.1,735.4,2616.655817,0.445632917,2357.170918,3842.55937,1650.237162,483.15,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2004,0.64,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,421.88,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2004,1.46,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,452.05,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2004,35.23,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,970.76,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2004,3.73,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,1069.71,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2004,132.23,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,312.71,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2004,110.47,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,538.16,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2004,4.68,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,750,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2004,566.11,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,1572.11,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2004,58.81,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,326.65,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2004,1.1,221.7,294.5,246.3,762.5,2456.304269,0.388933134,2014.478512,3393.94306,1960.491235,490.91,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2005,0.59,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,457.63,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2005,1.44,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,479.17,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2005,38.22,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,1121.4,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2005,4.58,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,1192.14,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2005,157.13,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,345.96,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2005,119.11,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,629.17,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2005,5.5,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,967.27,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2005,556.55,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,1849.02,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,2005,62.62,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,395.56,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,2005,1.89,171.7,281.3,277.1,730.1,2415.08905,0.515239028,2263.740142,3564.514785,1417.012223,518.52,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,2006,0.68,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,455.88,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,2006,1.47,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,476.19,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,2006,39.21,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,1131.6,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,2006,4.82,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,1309.13,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,2006,163.25,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,372.56,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,2006,122.55,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,639.98,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,2006,6.14,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,978.83,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,2006,558.2,298.5,310.6,252.1,861.2,2533.922913,0.510302284,2185.559135,3728.582433,1687.627171,1949.77,19,19,19,5.25,115,10,175
