Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,195.14,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,433.48,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,32.94,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,1234.06,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,1.17,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,495.73,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,388.43,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,1293.49,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,10.12,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,320.16,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2008,1.05,238.1,310.4,228.3,776.8,2246.373966,0.611922196,2140.141854,3329.537612,1269.442431,619.05,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,0.18,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,444.44,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,0.62,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,532.26,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,18.33,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,1919.8,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,1.42,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,246.48,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,6.34,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,1170.35,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,224.06,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,323.89,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,32.67,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,1223.14,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,1.02,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,480.39,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,357.92,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,1719.24,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,7.85,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,301.91,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2009,1.13,234.3,303.4,217.4,755.1,2098.560432,0.563146858,2005.151318,2949.671926,1340.858053,805.31,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,0.21,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,428.57,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,0.9,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,855.56,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,19.57,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,2146.65,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,1.22,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,262.3,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,6.32,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,1463.61,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,201.72,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,343.94,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,34.31,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,1369.57,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,0.98,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,744.9,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,348.57,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,1701.87,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,8.4,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,291.67,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2010,1.2,178.6,285.4,264.4,728.4,2329.773039,0.534559588,1993.127948,3633.574135,1362.617034,958.33,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,0.19,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,473.68,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,0.68,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,691.18,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,21.4,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,1949.53,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,1.26,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,253.97,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,6.59,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,1851.29,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,165.55,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,301.54,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,35.51,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,1309.49,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,1.02,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,764.71,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,332.69,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,1306.47,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,8.21,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,297.2,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2011,1.11,259.4,302.2,192.1,753.7,2683.350295,0.58214206,3018.736212,3736.613513,1294.70116,945.95,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,0.19,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,526.32,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,0.94,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,585.11,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,20.03,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,2040.44,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,1.29,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,465.12,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,6.4,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,1864.06,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,201.1,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,451.17,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,35.75,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,1333.99,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,1.02,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,745.1,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,325.04,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,2335.22,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,8.66,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,354.5,18,18,18,5.8,120,11,190
SOYABEAN,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,0.19,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,631.58,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2012,1.59,172.2,298.5,185.1,655.8,2389.605752,0.414628903,1927.976774,3659.185187,1581.655295,1050.31,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,0.18,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,555.56,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,0.95,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,705.26,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,19.14,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,2041.8,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,1.24,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,451.61,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,6.54,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,2058.1,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,200.5,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,468.88,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,33.39,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,1348.61,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,1.06,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,764.15,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,334.95,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,1088.46,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,7.66,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,362.92,18,18,18,5.8,120,11,190
SOYABEAN,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,0.01,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,1000,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2013,1.03,176.3,446,378.1,1000.4,2607.236778,0.563953656,2209.028495,3838.777213,1773.904626,1067.96,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,0.17,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,588.24,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,0.97,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,701.03,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,19.82,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,2052.98,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,1.42,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,464.79,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,6.74,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,2083.09,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,189.36,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,468.95,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,33.18,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,1395.72,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,1.24,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,750,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,325.46,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,2127.82,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,6.74,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,363.5,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2014,0.88,262.1,372.9,267.7,902.7,2430.785046,0.454251603,2209.170996,3095.959456,1987.224687,1045.45,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,0.16,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,562.5,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,0.75,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,693.33,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,17.06,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,2045.72,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,0.57,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,473.68,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,6.37,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,2125.59,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,167.41,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,474.58,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,27.88,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,1412.12,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,1.27,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,708.66,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,321.38,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,1535.53,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,5.75,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,354.78,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2015,0.79,190.9,286.8,168.9,646.6,2464.622479,0.398922431,2048.190317,3724.81063,1620.86649,1063.29,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,0.06,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,500,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,0.77,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,688.31,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,19.21,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,2017.7,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,1.06,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,415.09,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,3.39,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,2321.53,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,180.91,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,444.86,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,29.96,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,1466.29,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,1.27,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,708.66,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,294.5,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,2556.26,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,4.5,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,386.67,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2016,1.31,0,0,0,0,2642.978017,0,2596.880385,3472.308673,1859.744992,1122.14,18,18,18,5.8,120,11,190
CASTOR,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,0.43,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,604.65,18,18,18,5.8,120,11,190
CHICKPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,1.1,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,718.18,18,18,18,5.8,120,11,190
GROUNDNUT,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,13.47,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,1921.31,18,18,18,5.8,120,11,190
LINSEED,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,1.46,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,458.9,18,18,18,5.8,120,11,190
MAIZE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,6.18,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,2328.48,18,18,18,5.8,120,11,190
MINOR PULSES,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,190.68,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,495.49,18,18,18,5.8,120,11,190
OILSEEDS,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,25.58,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,1242.38,18,18,18,5.8,120,11,190
PIGEONPEA,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,1.3,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,753.85,18,18,18,5.8,120,11,190
RICE,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,276.34,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,1567.27,18,18,18,5.8,120,11,190
SAFFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,0.09,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,555.56,18,18,18,5.8,120,11,190
SESAMUM,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,4.64,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,377.16,18,18,18,5.8,120,11,190
SUNFLOWER,Puri,East & South Eastern Coastal Plain,Alluvial Soil,2017,0.79,0,0,0,0,2389.154637,0,1984.759869,3265.978276,1916.725767,1227.85,18,18,18,5.8,120,11,190
CASTOR,Sambalpur,West Central Table Land,Red Soil,1993,0.89,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,617.98,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1993,1.31,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,633.59,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1993,56.5,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,1489.03,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1993,4.04,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,1118.81,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1993,140.77,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,554.24,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1993,122.08,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,982.31,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1993,5.55,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,850.45,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1993,561.36,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,1661.77,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1993,46.37,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,552.73,19,19,19,5.25,115,10,175
SOYABEAN,Sambalpur,West Central Table Land,Red Soil,1993,0.01,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,1000,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1993,1.76,268.2,360.7,185.3,814.2,2269.090484,0.428668969,1819.419599,3088.484137,1899.367716,573.86,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1994,1.02,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,627.45,19,19,19,5.25,115,10,175
CHICKPEA,Sambalpur,West Central Table Land,Red Soil,1994,1.42,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,549.3,19,19,19,5.25,115,10,175
GROUNDNUT,Sambalpur,West Central Table Land,Red Soil,1994,47.29,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,1395.86,19,19,19,5.25,115,10,175
MAIZE,Sambalpur,West Central Table Land,Red Soil,1994,3.64,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,1148.35,19,19,19,5.25,115,10,175
MINOR PULSES,Sambalpur,West Central Table Land,Red Soil,1994,144.54,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,561.37,19,19,19,5.25,115,10,175
OILSEEDS,Sambalpur,West Central Table Land,Red Soil,1994,123.11,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,869.55,19,19,19,5.25,115,10,175
PIGEONPEA,Sambalpur,West Central Table Land,Red Soil,1994,4.52,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,871.68,19,19,19,5.25,115,10,175
RICE,Sambalpur,West Central Table Land,Red Soil,1994,553.59,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,1805.13,19,19,19,5.25,115,10,175
SESAMUM,Sambalpur,West Central Table Land,Red Soil,1994,54.11,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,544.26,19,19,19,5.25,115,10,175
SUNFLOWER,Sambalpur,West Central Table Land,Red Soil,1994,0.18,225.1,289,287,801.1,2230.868711,0.56031913,1755.989188,3506.895995,1429.720951,555.56,19,19,19,5.25,115,10,175
CASTOR,Sambalpur,West Central Table Land,Red Soil,1995,0.92,214.5,341.2,279,834.7,2402.263806,0.490809647,2369.406222,3136.725877,1700.65932,652.17,19,19,19,5.25,115,10,175
